,name,followers,current_viewers,days,hours,minutes,test
5455,ryzentv,32512,853,2,0,10,2015-06-02 00:10:00
5477,hsdogdog,42534,1839,2,0,20,2015-06-02 00:20:00
5479,ryzentv,32518,895,2,0,20,2015-06-02 00:20:00
5502,hsdogdog,42534,1978,2,0,30,2015-06-02 00:30:00
5504,ryzentv,32518,867,2,0,30,2015-06-02 00:30:00
5527,hsdogdog,42534,1960,2,0,40,2015-06-02 00:40:00
5530,ryzentv,32518,926,2,0,40,2015-06-02 00:40:00
5552,hsdogdog,42534,1943,2,0,50,2015-06-02 00:50:00
5555,ryzentv,32518,915,2,0,50,2015-06-02 00:50:00
5576,hsdogdog,42534,2140,2,1,0,2015-06-02 01:00:00
5579,ryzentv,32518,896,2,1,0,2015-06-02 01:00:00
5601,hsdogdog,42534,2139,2,1,10,2015-06-02 01:10:00
5603,ryzentv,32518,922,2,1,10,2015-06-02 01:10:00
5626,hsdogdog,42549,2636,2,1,20,2015-06-02 01:20:00
5628,ryzentv,32531,987,2,1,20,2015-06-02 01:20:00
5651,hsdogdog,42549,2567,2,1,30,2015-06-02 01:30:00
5653,ryzentv,32531,978,2,1,30,2015-06-02 01:30:00
5676,hsdogdog,42549,2454,2,1,40,2015-06-02 01:40:00
5678,ryzentv,32531,923,2,1,40,2015-06-02 01:40:00
5701,hsdogdog,42549,2533,2,1,50,2015-06-02 01:50:00
5703,ryzentv,32531,905,2,1,50,2015-06-02 01:50:00
5726,hsdogdog,42549,2466,2,2,0,2015-06-02 02:00:00
5730,ryzentv,32531,906,2,2,0,2015-06-02 02:00:00
5751,hsdogdog,42549,2494,2,2,10,2015-06-02 02:10:00
5754,ryzentv,32531,903,2,2,10,2015-06-02 02:10:00
5776,hsdogdog,42577,2621,2,2,20,2015-06-02 02:20:00
5780,ryzentv,32532,839,2,2,20,2015-06-02 02:20:00
5801,hsdogdog,42577,2565,2,2,30,2015-06-02 02:30:00
5805,ryzentv,32532,864,2,2,30,2015-06-02 02:30:00
5826,hsdogdog,42577,2564,2,2,40,2015-06-02 02:40:00
5830,ryzentv,32532,857,2,2,40,2015-06-02 02:40:00
5851,hsdogdog,42577,2646,2,2,50,2015-06-02 02:50:00
5855,ryzentv,32532,885,2,2,50,2015-06-02 02:50:00
5876,hsdogdog,42577,2564,2,3,0,2015-06-02 03:00:00
5880,ryzentv,32532,864,2,3,0,2015-06-02 03:00:00
5901,hsdogdog,42577,2530,2,3,10,2015-06-02 03:10:00
5905,ryzentv,32532,888,2,3,10,2015-06-02 03:10:00
5926,hsdogdog,42597,2443,2,3,20,2015-06-02 03:20:00
5929,ryzentv,32537,1043,2,3,20,2015-06-02 03:20:00
5951,hsdogdog,42597,2535,2,3,30,2015-06-02 03:30:00
5955,ryzentv,32537,997,2,3,30,2015-06-02 03:30:00
5974,superjj102,16758,69,2,3,30,2015-06-02 03:30:00
5977,hsdogdog,42597,2373,2,3,40,2015-06-02 03:40:00
5980,ryzentv,32537,975,2,3,40,2015-06-02 03:40:00
5996,superjj102,16758,100,2,3,40,2015-06-02 03:40:00
6002,hsdogdog,42597,2350,2,3,50,2015-06-02 03:50:00
6006,ryzentv,32537,933,2,3,50,2015-06-02 03:50:00
6017,superjj102,16758,126,2,3,50,2015-06-02 03:50:00
6030,superjj102,16758,1279,2,4,0,2015-06-02 04:00:00
6031,ryzentv,32537,947,2,4,0,2015-06-02 04:00:00
6055,superjj102,16758,906,2,4,10,2015-06-02 04:10:00
6056,ryzentv,32537,920,2,4,10,2015-06-02 04:10:00
6080,ryzentv,32549,1047,2,4,20,2015-06-02 04:20:00
6081,superjj102,16763,899,2,4,20,2015-06-02 04:20:00
6105,ryzentv,32549,1113,2,4,30,2015-06-02 04:30:00
6107,superjj102,16763,864,2,4,30,2015-06-02 04:30:00
6131,ryzentv,32549,1031,2,4,40,2015-06-02 04:40:00
6133,superjj102,16763,838,2,4,40,2015-06-02 04:40:00
6156,ryzentv,32549,956,2,4,50,2015-06-02 04:50:00
6157,superjj102,16763,772,2,4,50,2015-06-02 04:50:00
6181,ryzentv,32549,951,2,5,0,2015-06-02 05:00:00
6183,superjj102,16763,790,2,5,0,2015-06-02 05:00:00
6207,ryzentv,32549,970,2,5,10,2015-06-02 05:10:00
6208,superjj102,16763,712,2,5,10,2015-06-02 05:10:00
6231,ryzentv,32563,921,2,5,20,2015-06-02 05:20:00
6232,superjj102,16764,729,2,5,20,2015-06-02 05:20:00
6254,ryzentv,32563,1106,2,5,40,2015-06-02 05:40:00
6258,superjj102,16764,746,2,5,40,2015-06-02 05:40:00
6280,ryzentv,32563,1065,2,5,50,2015-06-02 05:50:00
6282,superjj102,16764,762,2,5,50,2015-06-02 05:50:00
6306,ryzentv,32563,1045,2,6,0,2015-06-02 06:00:00
6308,superjj102,16768,668,2,6,0,2015-06-02 06:00:00
6330,ryzentv,32563,1082,2,6,10,2015-06-02 06:10:00
6334,superjj102,16768,709,2,6,10,2015-06-02 06:10:00
6356,ryzentv,32580,1088,2,6,20,2015-06-02 06:20:00
6359,superjj102,16769,728,2,6,20,2015-06-02 06:20:00
6381,ryzentv,32580,1012,2,6,30,2015-06-02 06:30:00
6384,superjj102,16769,706,2,6,30,2015-06-02 06:30:00
6407,ryzentv,32580,1167,2,6,40,2015-06-02 06:40:00
6409,superjj102,16769,729,2,6,40,2015-06-02 06:40:00
6432,ryzentv,32580,1083,2,6,50,2015-06-02 06:50:00
6435,superjj102,16769,689,2,6,50,2015-06-02 06:50:00
6457,ryzentv,32580,1077,2,7,0,2015-06-02 07:00:00
6483,ryzentv,32580,979,2,7,10,2015-06-02 07:10:00
6508,ryzentv,32588,1000,2,7,30,2015-06-02 07:30:00
6532,ryzentv,32588,967,2,7,40,2015-06-02 07:40:00
6558,ryzentv,32588,972,2,7,50,2015-06-02 07:50:00
6584,ryzentv,32588,1023,2,8,10,2015-06-02 08:10:00
6610,ryzentv,32596,990,2,8,20,2015-06-02 08:20:00
6635,ryzentv,32596,925,2,8,30,2015-06-02 08:30:00
6660,ryzentv,32596,882,2,8,40,2015-06-02 08:40:00
6684,ryzentv,32596,865,2,8,50,2015-06-02 08:50:00
6709,ryzentv,32596,846,2,9,0,2015-06-02 09:00:00
6734,ryzentv,32596,838,2,9,10,2015-06-02 09:10:00
6759,ryzentv,32610,706,2,9,20,2015-06-02 09:20:00
6787,ryzentv,32610,735,2,9,40,2015-06-02 09:40:00
6813,ryzentv,32610,729,2,9,50,2015-06-02 09:50:00
6837,ryzentv,32610,770,2,10,0,2015-06-02 10:00:00
6863,ryzentv,32610,720,2,10,10,2015-06-02 10:10:00
6889,ryzentv,32619,767,2,10,20,2015-06-02 10:20:00
6912,ryzentv,32619,797,2,10,50,2015-06-02 10:50:00
6937,ryzentv,32619,839,2,11,0,2015-06-02 11:00:00
6963,ryzentv,32619,825,2,11,10,2015-06-02 11:10:00
6986,ryzentv,32632,789,2,11,20,2015-06-02 11:20:00
7011,ryzentv,32632,772,2,11,40,2015-06-02 11:40:00
7037,ryzentv,32632,747,2,11,50,2015-06-02 11:50:00
7061,ryzentv,32632,743,2,12,0,2015-06-02 12:00:00
7088,ryzentv,32632,741,2,12,10,2015-06-02 12:10:00
7113,ryzentv,32633,721,2,12,20,2015-06-02 12:20:00
7139,ryzentv,32633,701,2,12,40,2015-06-02 12:40:00
7164,ryzentv,32638,717,2,12,50,2015-06-02 12:50:00
7189,ryzentv,32638,718,2,13,0,2015-06-02 13:00:00
7214,ryzentv,32638,720,2,13,10,2015-06-02 13:10:00
7239,ryzentv,32646,727,2,13,20,2015-06-02 13:20:00
7263,ryzentv,32646,702,2,13,30,2015-06-02 13:30:00
7289,ryzentv,32646,712,2,13,40,2015-06-02 13:40:00
7314,ryzentv,32646,698,2,13,50,2015-06-02 13:50:00
7339,ryzentv,32646,723,2,14,0,2015-06-02 14:00:00
7363,ryzentv,32646,709,2,14,10,2015-06-02 14:10:00
7388,ryzentv,32650,693,2,14,20,2015-06-02 14:20:00
7410,ryzentv,32651,641,2,14,40,2015-06-02 14:40:00
7435,ryzentv,32651,704,2,14,50,2015-06-02 14:50:00
7459,ryzentv,32651,732,2,15,0,2015-06-02 15:00:00
7484,ryzentv,32660,714,2,15,20,2015-06-02 15:20:00
7509,ryzentv,32671,649,2,17,20,2015-06-02 17:20:00
7534,ryzentv,32671,614,2,17,30,2015-06-02 17:30:00
7556,ryzentv,32671,681,2,17,50,2015-06-02 17:50:00
7582,ryzentv,32671,668,2,18,0,2015-06-02 18:00:00
7605,ryzentv,32671,687,2,18,10,2015-06-02 18:10:00
7630,ryzentv,32676,683,2,18,20,2015-06-02 18:20:00
7654,ryzentv,32676,730,2,18,30,2015-06-02 18:30:00
7673,superjj102,16772,57,2,18,30,2015-06-02 18:30:00
7680,ryzentv,32676,736,2,18,40,2015-06-02 18:40:00
7693,superjj102,16772,76,2,18,40,2015-06-02 18:40:00
7706,ryzentv,32676,702,2,19,0,2015-06-02 19:00:00
7718,superjj102,16772,107,2,19,0,2015-06-02 19:00:00
7731,ryzentv,32676,724,2,19,10,2015-06-02 19:10:00
7743,superjj102,16772,119,2,19,10,2015-06-02 19:10:00
7756,ryzentv,32688,664,2,19,20,2015-06-02 19:20:00
7766,superjj102,16773,123,2,19,20,2015-06-02 19:20:00
7780,ryzentv,32688,699,2,19,30,2015-06-02 19:30:00
7788,superjj102,16773,134,2,19,30,2015-06-02 19:30:00
7805,ryzentv,32688,748,2,19,40,2015-06-02 19:40:00
7812,superjj102,16773,148,2,19,40,2015-06-02 19:40:00
7830,ryzentv,32688,790,2,19,50,2015-06-02 19:50:00
7838,superjj102,16773,137,2,19,50,2015-06-02 19:50:00
7854,ryzentv,32688,782,2,20,0,2015-06-02 20:00:00
7864,superjj102,16773,137,2,20,0,2015-06-02 20:00:00
7879,ryzentv,32688,837,2,20,10,2015-06-02 20:10:00
7886,superjj102,16773,151,2,20,10,2015-06-02 20:10:00
7904,ryzentv,32696,878,2,20,20,2015-06-02 20:20:00
7913,superjj102,16771,169,2,20,20,2015-06-02 20:20:00
7929,ryzentv,32696,853,2,20,30,2015-06-02 20:30:00
7938,superjj102,16771,165,2,20,30,2015-06-02 20:30:00
7954,ryzentv,32696,803,2,20,40,2015-06-02 20:40:00
7963,superjj102,16771,170,2,20,40,2015-06-02 20:40:00
7979,ryzentv,32696,787,2,20,50,2015-06-02 20:50:00
7988,superjj102,16771,173,2,20,50,2015-06-02 20:50:00
8003,ryzentv,32696,792,2,21,0,2015-06-02 21:00:00
8012,superjj102,16771,163,2,21,0,2015-06-02 21:00:00
8030,superjj102,16771,528,2,21,10,2015-06-02 21:10:00
8055,superjj102,16776,457,2,21,20,2015-06-02 21:20:00
8081,superjj102,16776,545,2,21,40,2015-06-02 21:40:00
8105,superjj102,16776,557,2,21,50,2015-06-02 21:50:00
8130,superjj102,16776,541,2,22,0,2015-06-02 22:00:00
8155,superjj102,16776,553,2,22,10,2015-06-02 22:10:00
8179,superjj102,16784,615,2,22,20,2015-06-02 22:20:00
8205,superjj102,16784,595,2,22,30,2015-06-02 22:30:00
8230,superjj102,16784,659,2,22,40,2015-06-02 22:40:00
8249,thejordude,149,42,2,22,40,2015-06-02 22:40:00
8256,superjj102,16784,638,2,22,50,2015-06-02 22:50:00
8283,thejordude,149,242,2,23,0,2015-06-02 23:00:00
8312,thejordude,178,160,2,23,20,2015-06-02 23:20:00
8339,thejordude,178,139,2,23,30,2015-06-02 23:30:00
8366,thejordude,178,125,2,23,40,2015-06-02 23:40:00
8392,thejordude,178,118,2,23,50,2015-06-02 23:50:00
8418,thejordude,178,110,3,0,0,2015-06-03 00:00:00
8446,thejordude,178,101,3,0,10,2015-06-03 00:10:00
8469,thejordude,180,101,3,0,20,2015-06-03 00:20:00
8494,thejordude,180,104,3,0,40,2015-06-03 00:40:00
8520,thejordude,180,99,3,0,50,2015-06-03 00:50:00
8543,thejordude,180,98,3,1,0,2015-06-03 01:00:00
8570,thejordude,187,87,3,1,20,2015-06-03 01:20:00
11344,ryzentv,32714,58,3,21,20,2015-06-03 21:20:00
11361,ryzentv,32714,177,3,21,30,2015-06-03 21:30:00
11380,ryzentv,32714,506,3,21,40,2015-06-03 21:40:00
11403,ryzentv,32714,687,3,21,50,2015-06-03 21:50:00
11428,ryzentv,32714,871,3,22,0,2015-06-03 22:00:00
11453,ryzentv,32714,931,3,22,10,2015-06-03 22:10:00
11478,ryzentv,32729,990,3,22,20,2015-06-03 22:20:00
11503,ryzentv,32729,1121,3,22,30,2015-06-03 22:30:00
11529,ryzentv,32729,1119,3,22,40,2015-06-03 22:40:00
11553,ryzentv,32729,1278,3,22,50,2015-06-03 22:50:00
11578,ryzentv,32729,1245,3,23,0,2015-06-03 23:00:00
11603,ryzentv,32729,1332,3,23,10,2015-06-03 23:10:00
11628,ryzentv,32759,1348,3,23,20,2015-06-03 23:20:00
11653,ryzentv,32759,1305,3,23,30,2015-06-03 23:30:00
11677,ryzentv,32759,1588,3,23,50,2015-06-03 23:50:00
11702,ryzentv,32759,1596,4,0,0,2015-06-04 00:00:00
11726,ryzentv,32759,1915,4,0,10,2015-06-04 00:10:00
11752,ryzentv,32788,2057,4,0,20,2015-06-04 00:20:00
11777,ryzentv,32788,1905,4,0,30,2015-06-04 00:30:00
11802,ryzentv,32788,1988,4,0,40,2015-06-04 00:40:00
11827,ryzentv,32788,1961,4,1,0,2015-06-04 01:00:00
11852,ryzentv,32788,2120,4,1,10,2015-06-04 01:10:00
11876,ryzentv,32825,2287,4,1,20,2015-06-04 01:20:00
11901,ryzentv,32825,2386,4,1,30,2015-06-04 01:30:00
11926,ryzentv,32825,2479,4,1,40,2015-06-04 01:40:00
11951,ryzentv,32825,2429,4,1,50,2015-06-04 01:50:00
11976,ryzentv,32825,2595,4,2,0,2015-06-04 02:00:00
12001,ryzentv,32825,2479,4,2,10,2015-06-04 02:10:00
12026,ryzentv,32864,2762,4,2,20,2015-06-04 02:20:00
12051,ryzentv,32864,2797,4,2,30,2015-06-04 02:30:00
12076,ryzentv,32864,2857,4,2,40,2015-06-04 02:40:00
12101,ryzentv,32864,2864,4,2,50,2015-06-04 02:50:00
12126,ryzentv,32864,2944,4,3,0,2015-06-04 03:00:00
12151,ryzentv,32864,2920,4,3,10,2015-06-04 03:10:00
12176,ryzentv,32919,2750,4,3,20,2015-06-04 03:20:00
12202,ryzentv,32919,2667,4,3,30,2015-06-04 03:30:00
12227,ryzentv,32919,2343,4,3,40,2015-06-04 03:40:00
12253,ryzentv,32919,1605,4,4,0,2015-06-04 04:00:00
14682,ryzentv,32972,546,4,21,40,2015-06-04 21:40:00
14707,ryzentv,32972,696,4,21,50,2015-06-04 21:50:00
14730,ryzentv,32972,937,4,22,10,2015-06-04 22:10:00
14754,ryzentv,32988,1041,4,22,20,2015-06-04 22:20:00
14781,ryzentv,32988,1021,4,22,30,2015-06-04 22:30:00
14804,ryzentv,32988,1130,4,22,40,2015-06-04 22:40:00
14828,ryzentv,32988,1292,4,22,50,2015-06-04 22:50:00
14853,ryzentv,32988,1433,4,23,10,2015-06-04 23:10:00
14878,ryzentv,33015,1520,4,23,20,2015-06-04 23:20:00
14903,ryzentv,33015,1677,4,23,30,2015-06-04 23:30:00
14928,ryzentv,33015,1719,4,23,40,2015-06-04 23:40:00
14953,ryzentv,33015,1813,4,23,50,2015-06-04 23:50:00
14978,ryzentv,33015,1702,5,0,0,2015-06-05 00:00:00
15003,ryzentv,33015,1701,5,0,10,2015-06-05 00:10:00
15028,ryzentv,33049,1882,5,0,20,2015-06-05 00:20:00
15053,ryzentv,33049,1857,5,0,40,2015-06-05 00:40:00
15078,ryzentv,33049,1875,5,0,50,2015-06-05 00:50:00
15103,ryzentv,33049,1892,5,1,0,2015-06-05 01:00:00
15128,ryzentv,33049,1832,5,1,10,2015-06-05 01:10:00
15153,ryzentv,33072,1798,5,1,20,2015-06-05 01:20:00
15178,ryzentv,33072,1856,5,1,30,2015-06-05 01:30:00
15203,ryzentv,33072,1887,5,1,40,2015-06-05 01:40:00
15228,ryzentv,33072,1358,5,1,50,2015-06-05 01:50:00
15253,ryzentv,33072,1456,5,2,0,2015-06-05 02:00:00
15278,ryzentv,33072,1605,5,2,10,2015-06-05 02:10:00
15303,ryzentv,33096,1564,5,2,20,2015-06-05 02:20:00
15326,ryzentv,33096,1728,5,2,30,2015-06-05 02:30:00
15351,ryzentv,33096,2009,5,2,40,2015-06-05 02:40:00
15376,ryzentv,33096,2266,5,2,50,2015-06-05 02:50:00
15401,ryzentv,33096,2330,5,3,0,2015-06-05 03:00:00
15426,ryzentv,33096,2544,5,3,10,2015-06-05 03:10:00
15451,ryzentv,33143,2538,5,3,20,2015-06-05 03:20:00
15481,ryzentv,33143,1044,5,3,30,2015-06-05 03:30:00
15894,superjj102,16797,138,5,6,30,2015-06-05 06:30:00
15917,superjj102,16798,156,5,6,40,2015-06-05 06:40:00
15942,superjj102,16798,193,5,6,50,2015-06-05 06:50:00
15965,superjj102,16798,211,5,7,0,2015-06-05 07:00:00
15991,superjj102,16798,218,5,7,10,2015-06-05 07:10:00
16016,superjj102,16798,233,5,7,20,2015-06-05 07:20:00
16041,superjj102,16798,243,5,7,30,2015-06-05 07:30:00
16067,superjj102,16798,262,5,7,40,2015-06-05 07:40:00
16088,superjj102,16798,374,5,8,0,2015-06-05 08:00:00
16115,superjj102,16798,326,5,8,10,2015-06-05 08:10:00
16142,superjj102,16808,288,5,8,20,2015-06-05 08:20:00
16164,superjj102,16808,332,5,8,30,2015-06-05 08:30:00
16189,superjj102,16808,392,5,8,40,2015-06-05 08:40:00
16214,superjj102,16808,392,5,8,50,2015-06-05 08:50:00
